Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
UTM74780,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,84,envelope small membrane protein
UTM74781,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,230,membrane protein
UTM74782,Bovine coronavirus,GenBank,,ON792948,,Betacoronavirus 1,448,nucleoprotein
UTM74783,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74784,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74785,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74786,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74787,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,1363,spike glycoprotein
UTM74788,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,45,hypothetical protein
UTM74789,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,109,hypothetical protein
UTM74790,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,84,envelope small membrane protein
UTM74791,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,230,membrane protein
UTM74792,Bovine coronavirus,GenBank,,ON792949,,Betacoronavirus 1,448,nucleoprotein
UTM74793,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74794,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74795,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74796,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74797,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,1363,spike glycoprotein
UTM74798,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,45,hypothetical protein
UTM74799,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,109,hypothetical protein
UTM74800,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,84,envelope small membrane protein
UTM74801,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,230,membrane protein
UTM74802,Bovine coronavirus,GenBank,,ON792950,,Betacoronavirus 1,448,nucleoprotein
UTM74803,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74804,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74805,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74806,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74807,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,1363,spike glycoprotein
UTM74808,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,68,hypothetical protein
UTM74809,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,109,hypothetical protein
UTM74810,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,84,envelope small membrane protein
UTM74811,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,230,membrane protein
UTM74812,Bovine coronavirus,GenBank,,ON792951,,Betacoronavirus 1,448,nucleoprotein
UTM74813,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74814,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74815,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74816,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74817,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,1363,spike glycoprotein
UTM74818,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,45,hypothetical protein
UTM74819,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,109,hypothetical protein
UTM74820,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,84,envelope small membrane protein
UTM74821,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,230,membrane protein
UTM74822,Bovine coronavirus,GenBank,,ON792952,,Betacoronavirus 1,448,nucleoprotein
UTM74823,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74824,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74825,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74826,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74827,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,1363,spike glycoprotein
UTM74828,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,45,hypothetical protein
UTM74829,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,109,hypothetical protein
UTM74830,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,84,envelope small membrane protein
UTM74831,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,230,membrane protein
UTM74832,Bovine coronavirus,GenBank,,ON792953,,Betacoronavirus 1,448,nucleoprotein
UTM74833,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74834,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74835,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74836,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74837,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,1363,spike glycoprotein
UTM74838,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,45,hypothetical protein
UTM74839,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,109,hypothetical protein
UTM74840,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,84,envelope small membrane protein
UTM74841,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,230,membrane protein
UTM74842,Bovine coronavirus,GenBank,,ON792954,,Betacoronavirus 1,448,nucleoprotein
UTM74843,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74844,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74845,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74846,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74847,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,1363,spike glycoprotein
UTM74848,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,45,hypothetical protein
UTM74849,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,109,hypothetical protein
UTM74850,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,84,envelope small membrane protein
UTM74851,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,230,membrane protein
UTM74852,Bovine coronavirus,GenBank,,ON792955,,Betacoronavirus 1,448,nucleoprotein
UTM74853,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74854,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74855,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74856,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74857,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,1363,spike glycoprotein
UTM74858,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,68,hypothetical protein
UTM74859,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,109,hypothetical protein
UTM74860,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,84,envelope small membrane protein
UTM74861,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,230,membrane protein
UTM74862,Bovine coronavirus,GenBank,,ON792956,,Betacoronavirus 1,448,nucleoprotein
UTM74863,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74864,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74865,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74866,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74867,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,1363,spike glycoprotein
UTM74868,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,45,hypothetical protein
UTM74869,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,109,hypothetical protein
UTM74870,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,84,envelope small membrane protein
UTM74871,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,230,membrane protein
UTM74872,Bovine coronavirus,GenBank,,ON792957,,Betacoronavirus 1,445,nucleoprotein
UTM74873,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74874,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74875,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74876,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74877,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,1363,spike glycoprotein
UTM74878,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,45,hypothetical protein
UTM74879,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,109,hypothetical protein
UTM74880,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,84,envelope small membrane protein
UTM74881,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,230,membrane protein
UTM74882,Bovine coronavirus,GenBank,,ON792958,,Betacoronavirus 1,448,nucleoprotein
UTM74883,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74884,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74885,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74886,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74887,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,1363,spike glycoprotein
UTM74888,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,45,hypothetical protein
UTM74889,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,109,hypothetical protein
UTM74890,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,84,envelope small membrane protein
UTM74891,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,230,membrane protein
UTM74892,Bovine coronavirus,GenBank,,ON792959,,Betacoronavirus 1,448,nucleoprotein
UTM74893,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74894,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74895,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74896,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74897,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,1363,spike glycoprotein
UTM74898,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,45,hypothetical protein
UTM74899,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,109,hypothetical protein
UTM74900,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,84,envelope small membrane protein
UTM74901,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,230,membrane protein
UTM74902,Bovine coronavirus,GenBank,,ON792960,,Betacoronavirus 1,448,nucleoprotein
UTM74903,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74904,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74905,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74906,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74907,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,1363,spike glycoprotein
UTM74908,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,45,hypothetical protein
UTM74909,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,109,hypothetical protein
UTM74910,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,84,envelope small membrane protein
UTM74911,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,230,membrane protein
UTM74912,Bovine coronavirus,GenBank,,ON792961,,Betacoronavirus 1,448,nucleoprotein
UTM74913,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,4383,replicase polyprotein 1a
UTM74914,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74915,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74916,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74917,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,1363,spike glycoprotein
UTM74918,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,45,hypothetical protein
UTM74919,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,109,hypothetical protein
UTM74920,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,84,envelope small membrane protein
UTM74921,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,230,membrane protein
UTM74922,Bovine coronavirus,GenBank,,ON792962,,Betacoronavirus 1,448,nucleoprotein
UTM74923,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,4382,replicase polyprotein 1a
UTM74924,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74925,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74926,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74927,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,1363,spike glycoprotein
UTM74928,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,45,hypothetical protein
UTM74929,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,109,hypothetical protein
UTM74930,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,84,envelope small membrane protein
UTM74931,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,230,membrane protein
UTM74932,Bovine coronavirus,GenBank,,ON792963,,Betacoronavirus 1,448,nucleoprotein
UTM74933,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,4382,replicase polyprotein 1a
UTM74934,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,2642,replicase polyprotein 1ab
UTM74935,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,278,nonstructural protein 2a
UTM74936,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,424,hemagglutinin-esterase
UTM74937,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,1363,spike glycoprotein
UTM74938,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,45,hypothetical protein
UTM74939,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,109,hypothetical protein
UTM74940,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,84,envelope small membrane protein
UTM74941,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,230,membrane protein
UTM74942,Bovine coronavirus,GenBank,,ON792964,,Betacoronavirus 1,448,nucleoprotein
UTN16527,Bovine coronavirus,GenBank,,MZ822367,KCD GJ1 2019,Betacoronavirus 1,415,nucleocapsid protein
UTN16528,Bovine coronavirus,GenBank,,MZ822368,KCD GJ2 2019,Betacoronavirus 1,430,nucleocapsid protein
UTN16529,Bovine coronavirus,GenBank,,MZ822369,KCD GJ3 2019,Betacoronavirus 1,415,nucleocapsid protein
UTN16530,Bovine coronavirus,GenBank,,MZ822370,KCD GJ4 2019,Betacoronavirus 1,416,nucleocapsid protein
UTN16531,Bovine coronavirus,GenBank,,MZ822371,KCD GJ1 2020,Betacoronavirus 1,416,nucleocapsid protein
UTN16532,Bovine coronavirus,GenBank,,MZ822372,KCD GJ2 2020,Betacoronavirus 1,408,nucleocapsid protein
UTN16533,Bovine coronavirus,GenBank,,MZ822373,KCD BA 2020,Betacoronavirus 1,427,nucleocapsid protein
UTN16534,Bovine coronavirus,GenBank,,MZ822374,KCD GC 2020,Betacoronavirus 1,355,nucleocapsid protein
UTN16535,Bovine coronavirus,GenBank,,MZ822375,KCD YJ 2020,Betacoronavirus 1,414,nucleocapsid protein
UTN28784,Bovine coronavirus,GenBank,,MZ825077,KCD GJ1 2019,Betacoronavirus 1,421,hemagglutinin-esterase protein
UTN28785,Bovine coronavirus,GenBank,,MZ825078,KCD GJ2 2019,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTN28786,Bovine coronavirus,GenBank,,MZ825079,KCD GJ3 2019,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTN28787,Bovine coronavirus,GenBank,,MZ825080,KCD GJ4 2019,Betacoronavirus 1,418,hemagglutinin-esterase protein
UTN28788,Bovine coronavirus,GenBank,,MZ825081,KCD GJ1 2020,Betacoronavirus 1,423,hemagglutinin-esterase protein
UTN28789,Bovine coronavirus,GenBank,,MZ825082,KCD GJ2 2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTN28790,Bovine coronavirus,GenBank,,MZ825083,KCD BA 2020,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTN28791,Bovine coronavirus,GenBank,,MZ825084,KCD GC 2020,Betacoronavirus 1,423,hemagglutinin-esterase protein
UTN28792,Bovine coronavirus,GenBank,,MZ825085,KCD YJ 2020,Betacoronavirus 1,410,hemagglutinin-esterase protein
UTN29560,Bovine coronavirus,GenBank,,MW881213,KCD GJ1 2019,Betacoronavirus 1,1352,spike protein
UTN29561,Bovine coronavirus,GenBank,,MW881214,KCD GJ2 2019,Betacoronavirus 1,1353,spike protein
UTN29562,Bovine coronavirus,GenBank,,MW881215,KCD GJ3 2019,Betacoronavirus 1,1356,spike protein
UTN29563,Bovine coronavirus,GenBank,,MW881216,KCD GJ4 2019,Betacoronavirus 1,1354,spike protein
UTN29564,Bovine coronavirus,GenBank,,MW881217,KCD GJ1 2020,Betacoronavirus 1,1352,spike protein
UTN29565,Bovine coronavirus,GenBank,,MW881218,KCD GJ2 2020,Betacoronavirus 1,1352,spike protein
UTN29566,Bovine coronavirus,GenBank,,MW881219,KCD BA 2020,Betacoronavirus 1,1355,spike protein
UTN29567,Bovine coronavirus,GenBank,,MW881220,KCD GC 2020,Betacoronavirus 1,1358,spike protein
UTN29568,Bovine coronavirus,GenBank,,MW881221,KCD YJ 2020,Betacoronavirus 1,1354,spike protein
UTM72742,Bovine coronavirus,GenBank,,OL840233,KCD GJ2 2021,Betacoronavirus 1,1357,spike protein
UTM72743,Bovine coronavirus,GenBank,,OL840234,KCD GJ4 2021,Betacoronavirus 1,1353,spike protein
UTM72744,Bovine coronavirus,GenBank,,OL840235,KCD SJ2 2021,Betacoronavirus 1,1356,spike protein
UTM72745,Bovine coronavirus,GenBank,,OL840236,KCD GJ5 2021,Betacoronavirus 1,1358,spike protein
UTM72746,Bovine coronavirus,GenBank,,OL840237,KCD CW11 2021,Betacoronavirus 1,1360,spike protein
UTM72747,Bovine coronavirus,GenBank,,OL840238,KCD CW31 2021,Betacoronavirus 1,1354,spike protein
UTM72748,Bovine coronavirus,GenBank,,OL840239,KCD GJ2 2021,Betacoronavirus 1,421,hemagglutinin-esterase protein
UTM72749,Bovine coronavirus,GenBank,,OL840240,KCD GJ4 2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTM72750,Bovine coronavirus,GenBank,,OL840241,KCD SJ2 2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTM72751,Bovine coronavirus,GenBank,,OL840242,KCD GJ5 2021,Betacoronavirus 1,422,hemagglutinin-esterase protein
UTM72752,Bovine coronavirus,GenBank,,OL840243,KCD CW11 2021,Betacoronavirus 1,421,hemagglutinin-esterase protein
UTM72753,Bovine coronavirus,GenBank,,OL840244,KCD CW31 2021,Betacoronavirus 1,424,hemagglutinin-esterase protein
UTM72754,Bovine coronavirus,GenBank,,OL840245,KCD GJ2 2021,Betacoronavirus 1,230,membrane protein
UTM72755,Bovine coronavirus,GenBank,,OL840246,KCD GJ4 2021,Betacoronavirus 1,230,membrane protein
UTM72756,Bovine coronavirus,GenBank,,OL840247,KCD SJ2 2021,Betacoronavirus 1,230,membrane protein
UTM72757,Bovine coronavirus,GenBank,,OL840248,KCD GJ5 2021,Betacoronavirus 1,230,membrane protein
UTM72758,Bovine coronavirus,GenBank,,OL840249,KCD CW11 2021,Betacoronavirus 1,230,membrane protein
UTM72759,Bovine coronavirus,GenBank,,OL840250,KCD CW31 2021,Betacoronavirus 1,230,membrane protein
UTM72760,Bovine coronavirus,GenBank,,OL840251,KCD GJ2 2021,Betacoronavirus 1,404,nucleocapsid protein
UTM72761,Bovine coronavirus,GenBank,,OL840252,KCD GJ4 2021,Betacoronavirus 1,416,nucleocapsid protein
UTM72762,Bovine coronavirus,GenBank,,OL840253,KCD SJ2 2021,Betacoronavirus 1,423,nucleocapsid protein
UTM72763,Bovine coronavirus,GenBank,,OL840254,KCD GJ5 2021,Betacoronavirus 1,415,nucleocapsid protein
UTM72764,Bovine coronavirus,GenBank,,OL840255,KCD CW11 2021,Betacoronavirus 1,416,nucleocapsid protein
UTM72765,Bovine coronavirus,GenBank,,OL840256,KCD CW31 2021,Betacoronavirus 1,412,nucleocapsid protein
USW46665,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,4378,ORF1a polyprotein
USW46666,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,2720,ORF1b polyprotein
USW46667,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,278,NS2 protein
USW46668,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,424,HE protein
USW46669,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,1363,S protein
USW46670,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,29,NS4.8 protein
USW46671,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,109,NS12.7 protein
USW46672,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,84,E protein
USW46673,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,230,M protein
USW46674,Bovine coronavirus,GenBank,,ON093194,,Betacoronavirus 1,448,N protein
USR47298,Bovine coronavirus,GenBank,,ON146444,,Betacoronavirus 1,7094,ORF1ab polyprotein
USR47299,Bovine coronavirus,GenBank,,ON146444,,Betacoronavirus 1,4383,ORF1a polyprotein
