Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
AKI87889,Canine coronavirus,GenBank,set:KP322109,KP322109,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87890,Canine coronavirus,GenBank,set:KP322110,KP322110,,Alphacoronavirus 1,80,nucleocapsid protein
AKI87891,Canine coronavirus,GenBank,set:KP322111,KP322111,,Alphacoronavirus 1,80,nucleocapsid protein
AKG06393,Canine coronavirus,GenBank,set:KP281485,KP281485,,Alphacoronavirus 1,217,spike protein
AKG06394,Canine coronavirus,GenBank,set:KP281486,KP281486,,Alphacoronavirus 1,217,spike protein
AKG06395,Canine coronavirus,GenBank,set:KP281487,KP281487,,Alphacoronavirus 1,217,spike protein
AKG06396,Canine coronavirus,GenBank,set:KP281488,KP281488,,Alphacoronavirus 1,217,spike protein
AKG06397,Canine coronavirus,GenBank,set:KP281489,KP281489,,Alphacoronavirus 1,217,spike protein
AKG06398,Canine coronavirus,GenBank,set:KP281490,KP281490,,Alphacoronavirus 1,217,spike protein
AKG06399,Canine coronavirus,GenBank,set:KP281491,KP281491,,Alphacoronavirus 1,217,spike protein
AKG06400,Canine coronavirus,GenBank,set:KP281492,KP281492,,Alphacoronavirus 1,217,spike protein
AKG06401,Canine coronavirus,GenBank,set:KP281493,KP281493,,Alphacoronavirus 1,217,spike protein
AKG06402,Canine coronavirus,GenBank,set:KP281494,KP281494,,Alphacoronavirus 1,217,spike protein
AKG06403,Canine coronavirus,GenBank,set:KP281495,KP281495,,Alphacoronavirus 1,217,spike protein
AKG06404,Canine coronavirus,GenBank,set:KP281496,KP281496,,Alphacoronavirus 1,217,spike protein
AKG06405,Canine coronavirus,GenBank,set:KP281497,KP281497,,Alphacoronavirus 1,217,spike protein
AKG06406,Canine coronavirus,GenBank,set:KP281498,KP281498,,Alphacoronavirus 1,217,spike protein
AKG06407,Canine coronavirus,GenBank,set:KP281499,KP281499,,Alphacoronavirus 1,217,spike protein
AKG06408,Canine coronavirus,GenBank,set:KP281500,KP281500,,Alphacoronavirus 1,217,spike protein
AKG06409,Canine coronavirus,GenBank,set:KP281501,KP281501,,Alphacoronavirus 1,217,spike protein
AKG06410,Canine coronavirus,GenBank,set:KP281502,KP281502,,Alphacoronavirus 1,217,spike protein
AKG06411,Canine coronavirus,GenBank,set:KP281503,KP281503,,Alphacoronavirus 1,217,spike protein
AKG06412,Canine coronavirus,GenBank,set:KP281504,KP281504,,Alphacoronavirus 1,217,spike protein
AKG06413,Canine coronavirus,GenBank,set:KP281505,KP281505,,Alphacoronavirus 1,217,spike protein
AKG06414,Canine coronavirus,GenBank,set:KP281506,KP281506,,Alphacoronavirus 1,217,spike protein
AKG06415,Canine coronavirus,GenBank,set:KP281507,KP281507,,Alphacoronavirus 1,217,spike protein
AKG06416,Canine coronavirus,GenBank,set:KP281508,KP281508,,Alphacoronavirus 1,217,spike protein
AKG06417,Canine coronavirus,GenBank,set:KP281509,KP281509,,Alphacoronavirus 1,217,spike protein
AKG06418,Canine coronavirus,GenBank,set:KP281510,KP281510,,Alphacoronavirus 1,217,spike protein
AKG06419,Canine coronavirus,GenBank,set:KP281511,KP281511,,Alphacoronavirus 1,217,spike protein
AKG06420,Canine coronavirus,GenBank,set:KP281512,KP281512,,Alphacoronavirus 1,217,spike protein
AKG06421,Canine coronavirus,GenBank,set:KP281513,KP281513,,Alphacoronavirus 1,214,spike protein
AKG06422,Canine coronavirus,GenBank,set:KP281514,KP281514,,Alphacoronavirus 1,217,spike protein
AKG06423,Canine coronavirus,GenBank,set:KP281515,KP281515,,Alphacoronavirus 1,217,spike protein
AKG06424,Canine coronavirus,GenBank,set:KP281516,KP281516,,Alphacoronavirus 1,217,spike protein
AKG06425,Canine coronavirus,GenBank,set:KP281517,KP281517,,Alphacoronavirus 1,217,spike protein
AKG06426,Canine coronavirus,GenBank,set:KP281518,KP281518,,Alphacoronavirus 1,217,spike protein
AKG06427,Canine coronavirus,GenBank,set:KP281519,KP281519,,Alphacoronavirus 1,217,spike protein
AKG06428,Canine coronavirus,GenBank,set:KP281520,KP281520,,Alphacoronavirus 1,217,spike protein
AKG06429,Canine coronavirus,GenBank,set:KP281521,KP281521,,Alphacoronavirus 1,217,spike protein
AKG06430,Canine coronavirus,GenBank,set:KP281522,KP281522,,Alphacoronavirus 1,217,spike protein
AKG06431,Canine coronavirus,GenBank,set:KP281523,KP281523,,Alphacoronavirus 1,217,spike protein
AKG06432,Canine coronavirus,GenBank,set:KP281524,KP281524,,Alphacoronavirus 1,217,spike protein
AKG06433,Canine coronavirus,GenBank,set:KP281525,KP281525,,Alphacoronavirus 1,217,spike protein
AKG06434,Canine coronavirus,GenBank,set:KP281526,KP281526,,Alphacoronavirus 1,217,spike protein
AKG06435,Canine coronavirus,GenBank,set:KP281527,KP281527,,Alphacoronavirus 1,217,spike protein
AKG06436,Canine coronavirus,GenBank,set:KP281528,KP281528,,Alphacoronavirus 1,217,spike protein
AKG06437,Canine coronavirus,GenBank,set:KP281529,KP281529,,Alphacoronavirus 1,217,spike protein
AKG06438,Canine coronavirus,GenBank,set:KP281530,KP281530,,Alphacoronavirus 1,217,spike protein
AKG06439,Canine coronavirus,GenBank,set:KP281531,KP281531,,Alphacoronavirus 1,217,spike protein
AKG06440,Canine coronavirus,GenBank,set:KP281532,KP281532,,Alphacoronavirus 1,217,spike protein
AKG06441,Canine coronavirus,GenBank,set:KP281533,KP281533,,Alphacoronavirus 1,217,spike protein
AKG06442,Canine coronavirus,GenBank,set:KP281534,KP281534,,Alphacoronavirus 1,217,spike protein
AKG06443,Canine coronavirus,GenBank,set:KP281535,KP281535,,Alphacoronavirus 1,217,spike protein
AKG06444,Canine coronavirus,GenBank,set:KP281536,KP281536,,Alphacoronavirus 1,217,spike protein
AKG06445,Canine coronavirus,GenBank,set:KP281537,KP281537,,Alphacoronavirus 1,217,spike protein
AKG06446,Canine coronavirus,GenBank,set:KP281538,KP281538,,Alphacoronavirus 1,217,spike protein
AKG06447,Canine coronavirus,GenBank,set:KP281539,KP281539,,Alphacoronavirus 1,217,spike protein
AKG06448,Canine coronavirus,GenBank,set:KP281540,KP281540,,Alphacoronavirus 1,217,spike protein
AKG06449,Canine coronavirus,GenBank,set:KP281541,KP281541,,Alphacoronavirus 1,217,spike protein
AKG06450,Canine coronavirus,GenBank,set:KP281542,KP281542,,Alphacoronavirus 1,217,spike protein
AKG06451,Canine coronavirus,GenBank,set:KP281543,KP281543,,Alphacoronavirus 1,217,spike protein
AKG06452,Canine coronavirus,GenBank,set:KP281544,KP281544,,Alphacoronavirus 1,217,spike protein
AKG06453,Canine coronavirus,GenBank,set:KP281545,KP281545,,Alphacoronavirus 1,217,spike protein
AKG06454,Canine coronavirus,GenBank,set:KP281546,KP281546,,Alphacoronavirus 1,217,spike protein
AKG06455,Canine coronavirus,GenBank,set:KP281547,KP281547,,Alphacoronavirus 1,217,spike protein
AKG06456,Canine coronavirus,GenBank,set:KP281548,KP281548,,Alphacoronavirus 1,217,spike protein
AKG06457,Canine coronavirus,GenBank,set:KP281549,KP281549,,Alphacoronavirus 1,217,spike protein
AKG06458,Canine coronavirus,GenBank,set:KP281550,KP281550,,Alphacoronavirus 1,217,spike protein
AKG06459,Canine coronavirus,GenBank,set:KP281551,KP281551,,Alphacoronavirus 1,217,spike protein
AKG06460,Canine coronavirus,GenBank,set:KP281552,KP281552,,Alphacoronavirus 1,217,spike protein
AKG06461,Canine coronavirus,GenBank,set:KP281553,KP281553,,Alphacoronavirus 1,217,spike protein
AKG06462,Canine coronavirus,GenBank,set:KP281554,KP281554,,Alphacoronavirus 1,217,spike protein
AKG06463,Canine coronavirus,GenBank,set:KP281555,KP281555,,Alphacoronavirus 1,217,spike protein
AKG06464,Canine coronavirus,GenBank,set:KP281556,KP281556,,Alphacoronavirus 1,217,spike protein
AKG06465,Canine coronavirus,GenBank,set:KP281557,KP281557,,Alphacoronavirus 1,217,spike protein
AKG06466,Canine coronavirus,GenBank,set:KP281558,KP281558,,Alphacoronavirus 1,217,spike protein
AKG06467,Canine coronavirus,GenBank,set:KP281559,KP281559,,Alphacoronavirus 1,217,spike protein
AKG06468,Canine coronavirus,GenBank,set:KP281560,KP281560,,Alphacoronavirus 1,217,spike protein
AKG06469,Canine coronavirus,GenBank,set:KP281561,KP281561,,Alphacoronavirus 1,217,spike protein
AKG06470,Canine coronavirus,GenBank,set:KP281562,KP281562,,Alphacoronavirus 1,217,spike protein
AKG06471,Canine coronavirus,GenBank,set:KP281563,KP281563,,Alphacoronavirus 1,217,spike protein
AKG06472,Canine coronavirus,GenBank,set:KP281564,KP281564,,Alphacoronavirus 1,217,spike protein
AKG06473,Canine coronavirus,GenBank,set:KP281565,KP281565,,Alphacoronavirus 1,217,spike protein
AKG06474,Canine coronavirus,GenBank,set:KP281566,KP281566,,Alphacoronavirus 1,217,spike protein
AKG06475,Canine coronavirus,GenBank,set:KP281567,KP281567,,Alphacoronavirus 1,217,spike protein
AKG06476,Canine coronavirus,GenBank,set:KP281568,KP281568,,Alphacoronavirus 1,217,spike protein
AKG06477,Canine coronavirus,GenBank,set:KP281569,KP281569,,Alphacoronavirus 1,217,spike protein
AKG06478,Canine coronavirus,GenBank,set:KP281570,KP281570,,Alphacoronavirus 1,217,spike protein
AKG06479,Canine coronavirus,GenBank,set:KP281571,KP281571,,Alphacoronavirus 1,217,spike protein
AKG06480,Canine coronavirus,GenBank,set:KP281572,KP281572,,Alphacoronavirus 1,217,spike protein
AKG06481,Canine coronavirus,GenBank,set:KP281573,KP281573,,Alphacoronavirus 1,217,spike protein
AKG06482,Canine coronavirus,GenBank,set:KP281574,KP281574,,Alphacoronavirus 1,217,spike protein
AKG06483,Canine coronavirus,GenBank,set:KP281575,KP281575,,Alphacoronavirus 1,217,spike protein
AKG06484,Canine coronavirus,GenBank,set:KP281576,KP281576,,Alphacoronavirus 1,217,spike protein
AKG06485,Canine coronavirus,GenBank,set:KP281577,KP281577,,Alphacoronavirus 1,217,spike protein
AKG06486,Canine coronavirus,GenBank,set:KP281578,KP281578,,Alphacoronavirus 1,217,spike protein
AKG06487,Canine coronavirus,GenBank,set:KP281579,KP281579,,Alphacoronavirus 1,217,spike protein
AKG06488,Canine coronavirus,GenBank,set:KP281580,KP281580,,Alphacoronavirus 1,217,spike protein
AKG06489,Canine coronavirus,GenBank,set:KP281581,KP281581,,Alphacoronavirus 1,217,spike protein
AKG06490,Canine coronavirus,GenBank,set:KP281582,KP281582,,Alphacoronavirus 1,217,spike protein
AKG06491,Canine coronavirus,GenBank,set:KP281583,KP281583,,Alphacoronavirus 1,217,spike protein
AKG06492,Canine coronavirus,GenBank,set:KP281584,KP281584,,Alphacoronavirus 1,217,spike protein
AKG06493,Canine coronavirus,GenBank,set:KP281585,KP281585,,Alphacoronavirus 1,217,spike protein
AKG06494,Canine coronavirus,GenBank,set:KP281586,KP281586,,Alphacoronavirus 1,217,spike protein
AKG06495,Canine coronavirus,GenBank,set:KP281587,KP281587,,Alphacoronavirus 1,217,spike protein
AKG06496,Canine coronavirus,GenBank,set:KP281588,KP281588,,Alphacoronavirus 1,217,spike protein
AKG06497,Canine coronavirus,GenBank,set:KP281589,KP281589,,Alphacoronavirus 1,217,spike protein
AKG06498,Canine coronavirus,GenBank,set:KP281590,KP281590,,Alphacoronavirus 1,217,spike protein
AKG06499,Canine coronavirus,GenBank,set:KP281591,KP281591,,Alphacoronavirus 1,217,spike protein
AKG06500,Canine coronavirus,GenBank,set:KP281592,KP281592,,Alphacoronavirus 1,217,spike protein
AKG06501,Canine coronavirus,GenBank,set:KP281593,KP281593,,Alphacoronavirus 1,217,spike protein
AKG06502,Canine coronavirus,GenBank,set:KP281594,KP281594,,Alphacoronavirus 1,217,spike protein
AKG06503,Canine coronavirus,GenBank,set:KP281595,KP281595,,Alphacoronavirus 1,217,spike protein
AKG06504,Canine coronavirus,GenBank,set:KP281596,KP281596,,Alphacoronavirus 1,217,spike protein
AKA65828,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,6681,polyprotein
AKA65829,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,1454,spike protein
AKA65830,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,71,ORF3a protein
AKA65831,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,4014,ORF1a protein
AKA65832,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,244,ORF3c protein
AKA65833,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,82,small envelope protein
AKA65834,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,262,membrane protein
AKA65835,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,382,nucleocapsid protein
AKA65836,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,101,ORF7a protein
AKA65837,Canine coronavirus,GenBank,set:KP981644,KP981644,,Alphacoronavirus 1,213,ORF7b protein
CEH19619,Canine coronavirus,GenBank,set:LN624642,LN624642,89334-09 (2),Alphacoronavirus 1,74,Spike protein
CEH19620,Canine coronavirus,GenBank,set:LN624643,LN624643,97736-09 (3),Alphacoronavirus 1,74,Spike protein
CEH19621,Canine coronavirus,GenBank,set:LN624644,LN624644,123567-09 (5),Alphacoronavirus 1,74,Spike protein
CEH19622,Canine coronavirus,GenBank,set:LN624645,LN624645,107207-09a (4a),Alphacoronavirus 1,74,Spike protein
CEH19623,Canine coronavirus,GenBank,set:LN624646,LN624646,51534-10a (6a),Alphacoronavirus 1,74,Spike protein
CEH19624,Canine coronavirus,GenBank,set:LN624647,LN624647,47387-13 (9),Alphacoronavirus 1,74,Spike protein
CEH19625,Canine coronavirus,GenBank,set:LN624648,LN624648,159396-12 (8),Alphacoronavirus 1,74,Spike protein
CEH19626,Canine coronavirus,GenBank,set:LN624649,LN624649,110089-09 (4b),Alphacoronavirus 1,74,Spike protein
CEH19627,Canine coronavirus,GenBank,set:LN624650,LN624650,89334-09 (2),Alphacoronavirus 1,68,Spike protein
CEH19628,Canine coronavirus,GenBank,set:LN624651,LN624651,97736-09 (3),Alphacoronavirus 1,67,Spike protein
CEH19629,Canine coronavirus,GenBank,set:LN624652,LN624652,123567-09 (5),Alphacoronavirus 1,68,Spike protein
CEH19630,Canine coronavirus,GenBank,set:LN624653,LN624653,107207-09a (4a),Alphacoronavirus 1,68,Spike protein
CEH19631,Canine coronavirus,GenBank,set:LN624654,LN624654,51534-10a (6a),Alphacoronavirus 1,68,Spike protein
CEH19632,Canine coronavirus,GenBank,set:LN624655,LN624655,47387-13 (9),Alphacoronavirus 1,68,Spike protein
CEH19633,Canine coronavirus,GenBank,set:LN624656,LN624656,159396-12 (8),Alphacoronavirus 1,68,Spike protein
CEH19634,Canine coronavirus,GenBank,set:LN624657,LN624657,110089-09 (4b),Alphacoronavirus 1,68,Spike protein
CEH19635,Canine coronavirus,GenBank,set:LN624658,LN624658,110089-09 (4b),Alphacoronavirus 1,66,Spike protein
CEH19636,Canine coronavirus,GenBank,set:LN624659,LN624659,47387-13 (9),Alphacoronavirus 1,45,Spike protein
CEH19637,Canine coronavirus,GenBank,set:LN624660,LN624660,120628-12 (7),Alphacoronavirus 1,66,Spike protein
CEH19638,Canine coronavirus,GenBank,set:LN624661,LN624661,123567-09 (5),Alphacoronavirus 1,66,Spike protein
CEH19639,Canine coronavirus,GenBank,set:LN624662,LN624662,97736-09 (3),Alphacoronavirus 1,66,Spike protein
CEH19640,Canine coronavirus,GenBank,set:LN624663,LN624663,159396-12 (8),Alphacoronavirus 1,66,Spike protein
AHA51655,Canine coronavirus,GenBank,set:KF668572,KF668572,,Alphacoronavirus 1,70,membrane protein
AHA51656,Canine coronavirus,GenBank,set:KF668573,KF668573,,Alphacoronavirus 1,70,membrane protein
AHA51657,Canine coronavirus,GenBank,set:KF668574,KF668574,,Alphacoronavirus 1,70,membrane protein
AHA51658,Canine coronavirus,GenBank,set:KF668575,KF668575,,Alphacoronavirus 1,70,membrane protein
AHA51659,Canine coronavirus,GenBank,set:KF668576,KF668576,,Alphacoronavirus 1,70,membrane protein
AHA51660,Canine coronavirus,GenBank,set:KF668577,KF668577,,Alphacoronavirus 1,70,membrane protein
AHA51661,Canine coronavirus,GenBank,set:KF668578,KF668578,,Alphacoronavirus 1,70,membrane protein
AHA51662,Canine coronavirus,GenBank,set:KF668579,KF668579,,Alphacoronavirus 1,70,membrane protein
AHA51663,Canine coronavirus,GenBank,set:KF668580,KF668580,,Alphacoronavirus 1,70,membrane protein
AHA51664,Canine coronavirus,GenBank,set:KF668581,KF668581,,Alphacoronavirus 1,70,membrane protein
AHA51665,Canine coronavirus,GenBank,set:KF668582,KF668582,,Alphacoronavirus 1,70,membrane protein
AHA51666,Canine coronavirus,GenBank,set:KF668583,KF668583,,Alphacoronavirus 1,70,membrane protein
AHA51667,Canine coronavirus,GenBank,set:KF668584,KF668584,,Alphacoronavirus 1,70,membrane protein
AHA51668,Canine coronavirus,GenBank,set:KF668585,KF668585,,Alphacoronavirus 1,70,membrane protein
AHA51669,Canine coronavirus,GenBank,set:KF668586,KF668586,,Alphacoronavirus 1,70,membrane protein
AHA51670,Canine coronavirus,GenBank,set:KF668587,KF668587,,Alphacoronavirus 1,70,membrane protein
AHA51671,Canine coronavirus,GenBank,set:KF668588,KF668588,,Alphacoronavirus 1,231,spike protein
AHA51672,Canine coronavirus,GenBank,set:KF668589,KF668589,,Alphacoronavirus 1,231,spike protein
AHA51673,Canine coronavirus,GenBank,set:KF668590,KF668590,,Alphacoronavirus 1,231,spike protein
AHA51674,Canine coronavirus,GenBank,set:KF668591,KF668591,,Alphacoronavirus 1,115,spike protein
BAP19075,Canine coronavirus,GenBank,set:AB907625,AB907625,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19076,Canine coronavirus,GenBank,set:AB907626,AB907626,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19077,Canine coronavirus,GenBank,set:AB907627,AB907627,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19078,Canine coronavirus,GenBank,set:AB907628,AB907628,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19079,Canine coronavirus,GenBank,set:AB907629,AB907629,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19080,Canine coronavirus,GenBank,set:AB907630,AB907630,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19081,Canine coronavirus,GenBank,set:AB907631,AB907631,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19082,Canine coronavirus,GenBank,set:AB907632,AB907632,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
BAP19083,Canine coronavirus,GenBank,set:AB907633,AB907633,,Alphacoronavirus 1,131,RNA-dependent RNA polymerase
AHB30188,Canine coronavirus,GenBank,set:KF308994,KF308994,,Alphacoronavirus 1,136,membrane protein
AHB30189,Canine coronavirus,GenBank,set:KF308995,KF308995,,Alphacoronavirus 1,136,membrane protein
AHB30190,Canine coronavirus,GenBank,set:KF308996,KF308996,,Alphacoronavirus 1,136,membrane protein
AHB30191,Canine coronavirus,GenBank,set:KF308997,KF308997,,Alphacoronavirus 1,136,membrane protein
AHB30192,Canine coronavirus,GenBank,set:KF308998,KF308998,,Alphacoronavirus 1,136,membrane protein
AHB30193,Canine coronavirus,GenBank,set:KF308999,KF308999,,Alphacoronavirus 1,136,membrane protein
AHB30194,Canine coronavirus,GenBank,set:KF309000,KF309000,,Alphacoronavirus 1,136,membrane protein
AHB30195,Canine coronavirus,GenBank,set:KF309001,KF309001,,Alphacoronavirus 1,136,membrane protein
AHB30196,Canine coronavirus,GenBank,set:KF309002,KF309002,,Alphacoronavirus 1,136,membrane protein
AHB30197,Canine coronavirus,GenBank,set:KF309003,KF309003,,Alphacoronavirus 1,136,membrane protein
AHB30198,Canine coronavirus,GenBank,set:KF309004,KF309004,,Alphacoronavirus 1,136,membrane protein
AHB30199,Canine coronavirus,GenBank,set:KF309005,KF309005,,Alphacoronavirus 1,136,membrane protein
AHB30200,Canine coronavirus,GenBank,set:KF309006,KF309006,,Alphacoronavirus 1,136,membrane protein
AHB30201,Canine coronavirus,GenBank,set:KF309007,KF309007,,Alphacoronavirus 1,136,membrane protein
AHB30202,Canine coronavirus,GenBank,set:KF309008,KF309008,,Alphacoronavirus 1,136,membrane protein
AHB30203,Canine coronavirus,GenBank,set:KF309009,KF309009,,Alphacoronavirus 1,136,membrane protein
AHB30204,Canine coronavirus,GenBank,set:KF309010,KF309010,,Alphacoronavirus 1,136,membrane protein
AHB30205,Canine coronavirus,GenBank,set:KF309011,KF309011,,Alphacoronavirus 1,136,membrane protein
AHB30206,Canine coronavirus,GenBank,set:KF309012,KF309012,,Alphacoronavirus 1,136,membrane protein
AHB30207,Canine coronavirus,GenBank,set:KF309013,KF309013,,Alphacoronavirus 1,136,membrane protein
AHB30208,Canine coronavirus,GenBank,set:KF309014,KF309014,,Alphacoronavirus 1,136,membrane protein
AHB30209,Canine coronavirus,GenBank,set:KF309015,KF309015,,Alphacoronavirus 1,136,membrane protein
AHB30210,Canine coronavirus,GenBank,set:KF309016,KF309016,,Alphacoronavirus 1,136,membrane protein
AHB30211,Canine coronavirus,GenBank,set:KF309017,KF309017,,Alphacoronavirus 1,136,membrane protein
AHB30212,Canine coronavirus,GenBank,set:KF309018,KF309018,,Alphacoronavirus 1,136,membrane protein
AHB30213,Canine coronavirus,GenBank,set:KF309019,KF309019,,Alphacoronavirus 1,136,membrane protein
