Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Species,Length,Protein
ASU90667,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598661,MF598661,Betacoronavirus cameli,112,ORF8b protein
ASU90668,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,7078,1AB polyprotein
ASU90669,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,4391,1A polyprotein
ASU90670,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,1353,spike glycoprotein
ASU90671,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,103,NS3 protein
ASU90672,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,109,NS4A protein
ASU90673,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,246,NS4B protein
ASU90674,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,224,NS5 protein
ASU90675,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,82,envelope protein
ASU90676,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,219,membrane protein
ASU90677,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,413,nucleoprotein
ASU90678,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598662,MF598662,Betacoronavirus cameli,112,ORF8b protein
ASU90679,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,7078,1AB polyprotein
ASU90680,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,4391,1A polyprotein
ASU90681,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,1353,spike glycoprotein
ASU90682,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,103,NS3 protein
ASU90683,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,109,NS4A protein
ASU90684,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,246,NS4B protein
ASU90685,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,224,NS5 protein
ASU90686,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,82,envelope protein
ASU90687,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,219,membrane protein
ASU90688,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,413,nucleoprotein
ASU90689,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598663,MF598663,Betacoronavirus cameli,112,ORF8b protein
ASU90690,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,7078,1AB polyprotein
ASU90691,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,4391,1A polyprotein
ASU90692,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,1353,spike glycoprotein
ASU90693,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,103,NS3 protein
ASU90694,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,109,NS4A protein
ASU90695,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,246,NS4B protein
ASU90696,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,224,NS5 protein
ASU90697,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,82,envelope protein
ASU90698,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,219,membrane protein
ASU90699,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,413,nucleoprotein
ASU90700,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598664,MF598664,Betacoronavirus cameli,112,ORF8b protein
ASU90701,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,7078,1AB polyprotein
ASU90702,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,4391,1A polyprotein
ASU90703,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,1353,spike glycoprotein
ASU90704,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,103,NS3 protein
ASU90705,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,109,NS4A protein
ASU90706,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,246,NS4B protein
ASU90707,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,224,NS5 protein
ASU90708,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,82,envelope protein
ASU90709,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,219,membrane protein
ASU90710,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,413,nucleoprotein
ASU90711,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598665,MF598665,Betacoronavirus cameli,112,ORF8b protein
ASU90712,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,7078,1AB polyprotein
ASU90713,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,4391,1A polyprotein
ASU90714,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,1353,spike glycoprotein
ASU90715,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,103,NS3 protein
ASU90716,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,109,NS4A protein
ASU90717,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,246,NS4B protein
ASU90718,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,224,NS5 protein
ASU90719,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,82,envelope protein
ASU90720,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,219,membrane protein
ASU90721,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,413,nucleoprotein
ASU90722,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598666,MF598666,Betacoronavirus cameli,112,ORF8b protein
ASU90723,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,7078,1AB polyprotein
ASU90724,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,4391,1A polyprotein
ASU90725,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,1353,spike glycoprotein
ASU90726,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,103,NS3 protein
ASU90727,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,109,NS4A protein
ASU90728,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,246,NS4B protein
ASU90729,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,224,NS5 protein
ASU90730,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,82,envelope protein
ASU90731,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,219,membrane protein
ASU90732,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,413,nucleoprotein
ASU90733,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598667,MF598667,Betacoronavirus cameli,112,ORF8b protein
ASU90734,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,7078,1AB polyprotein
ASU90735,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,4391,1A polyprotein
ASU90736,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,1353,spike glycoprotein
ASU90737,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,103,NS3 protein
ASU90738,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,109,NS4A protein
ASU90739,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,246,NS4B protein
ASU90740,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,224,NS5 protein
ASU90741,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,82,envelope protein
ASU90742,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,219,membrane protein
ASU90743,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,413,nucleoprotein
ASU90744,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598668,MF598668,Betacoronavirus cameli,112,ORF8b protein
ASU90745,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,7078,1AB polyprotein
ASU90746,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,4391,1A polyprotein
ASU90747,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,1353,spike glycoprotein
ASU90748,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,103,NS3 protein
ASU90749,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,109,NS4A protein
ASU90750,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,246,NS4B protein
ASU90751,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,224,NS5 protein
ASU90752,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,82,envelope protein
ASU90753,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,219,membrane protein
ASU90754,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,413,nucleoprotein
ASU90755,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598669,MF598669,Betacoronavirus cameli,112,ORF8b protein
ASU90756,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,7078,1AB polyprotein
ASU90757,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,4391,1A polyprotein
ASU90758,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,1353,spike glycoprotein
ASU90759,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,103,NS3 protein
ASU90760,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,109,NS4A protein
ASU90761,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,246,NS4B protein
ASU90762,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,224,NS5 protein
ASU90763,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,82,envelope protein
ASU90764,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,219,membrane protein
ASU90765,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,413,nucleoprotein
ASU90766,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598670,MF598670,Betacoronavirus cameli,112,ORF8b protein
ASU90767,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,7078,1AB polyprotein
ASU90768,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,4391,1A polyprotein
ASU90769,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,1353,spike glycoprotein
ASU90770,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,103,NS3 protein
ASU90771,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,109,NS4A protein
ASU90772,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,246,NS4B protein
ASU90773,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,224,NS5 protein
ASU90774,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,82,envelope protein
ASU90775,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,219,membrane protein
ASU90776,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,413,nucleoprotein
ASU90777,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598671,MF598671,Betacoronavirus cameli,112,ORF8b protein
ASU90778,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,7078,1AB polyprotein
ASU90779,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,4391,1A polyprotein
ASU90780,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,1353,spike glycoprotein
ASU90781,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,103,NS3 protein
ASU90782,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,109,NS4A protein
ASU90783,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,246,NS4B protein
ASU90784,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,224,NS5 protein
ASU90785,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,82,envelope protein
ASU90786,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,219,membrane protein
ASU90787,Middle East respiratory syndrome-related coronavirus,GenBank,set:MF598672,MF598672,Betacoronavirus cameli,413,nucleoprotein
